|Titre : Castle in the Sky / Directeur : Hayao Miyazaki / Producteur : Isao Takahata / Date de sortie : 1986|
|Titre : Grave of the Fireflies / Directeur : Isao Takahata / Producteur : Toru Hara / Date de sortie : 1988|
|Titre : My Neighbor Totoro / Directeur : Hayao Miyazaki / Producteur : Hayao Miyazaki / Date de sortie : 1988|
|Titre : Kiki's Delivery Service / Directeur : Hayao Miyazaki / Producteur : Hayao Miyazaki / Date de sortie : 1989|
|Titre : Only Yesterday / Directeur : Isao Takahata / Producteur : Toshio Suzuki / Date de sortie : 1991|
|Titre : Porco Rosso / Directeur : Hayao Miyazaki / Producteur : Toshio Suzuki / Date de sortie : 1992|
|Titre : Pom Poko / Directeur : Isao Takahata / Producteur : Toshio Suzuki / Date de sortie : 1994|
